instance_number,db_id,query,question,query_toks,query_toks_no_value,question_toks,modified question,generated_query
853,orchestra,SELECT Record_Company FROM orchestra GROUP BY Record_Company ORDER BY COUNT(*) DESC LIMIT 1,What is the record company used by the greatest number of orchestras?,"['SELECT', 'Record_Company', 'FROM', 'orchestra', 'GROUP', 'BY', 'Record_Company', 'ORDER', 'BY', 'COUNT', '(', '*', ')', 'DESC', 'LIMIT', '1']","['select', 'record_company', 'from', 'orchestra', 'group', 'by', 'record_company', 'order', 'by', 'count', '(', '*', ')', 'desc', 'limit', 'value']","['What', 'is', 'the', 'record', 'company', 'used', 'by', 'the', 'greatest', 'number', 'of', 'orchestras', '?']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> What is the record company used by the greatest number of orchestras? <query> "," select record_company, count(record_company) as num_orchestras from orchestras group by record_company order by num_orchestras desc limit 1; "
854,orchestra,SELECT Orchestra FROM orchestra WHERE Orchestra_ID NOT IN (SELECT Orchestra_ID FROM performance),List the names of orchestras that have no performance.,"['SELECT', 'Orchestra', 'FROM', 'orchestra', 'WHERE', 'Orchestra_ID', 'NOT', 'IN', '(', 'SELECT', 'Orchestra_ID', 'FROM', 'performance', ')']","['select', 'orchestra', 'from', 'orchestra', 'where', 'orchestra_id', 'not', 'in', '(', 'select', 'orchestra_id', 'from', 'performance', ')']","['List', 'the', 'names', 'of', 'orchestras', 'that', 'have', 'no', 'performance', '.']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> List the names of orchestras that have no performance. <query> ",    SELECT name    FROM Orchestras    WHERE performance_id IS NULL
855,orchestra,SELECT Orchestra FROM orchestra WHERE Orchestra_ID NOT IN (SELECT Orchestra_ID FROM performance),What are the orchestras that do not have any performances?,"['SELECT', 'Orchestra', 'FROM', 'orchestra', 'WHERE', 'Orchestra_ID', 'NOT', 'IN', '(', 'SELECT', 'Orchestra_ID', 'FROM', 'performance', ')']","['select', 'orchestra', 'from', 'orchestra', 'where', 'orchestra_id', 'not', 'in', '(', 'select', 'orchestra_id', 'from', 'performance', ')']","['What', 'are', 'the', 'orchestras', 'that', 'do', 'not', 'have', 'any', 'performances', '?']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> What are the orchestras that do not have any performances? <query> ","    """"""    """"""    select distinct name    from orchestra    where name not in (        select distinct name        from performance    )    """"""    """"""    select distinct name    from orchestra    where name not in (        select distinct name        from performance    )    """""""
856,orchestra,SELECT Record_Company FROM orchestra WHERE Year_of_Founded  <  2003 INTERSECT SELECT Record_Company FROM orchestra WHERE Year_of_Founded  >  2003,Show the record companies shared by orchestras founded before 2003 and after 2003.,"['SELECT', 'Record_Company', 'FROM', 'orchestra', 'WHERE', 'Year_of_Founded', '<', '2003', 'INTERSECT', 'SELECT', 'Record_Company', 'FROM', 'orchestra', 'WHERE', 'Year_of_Founded', '>', '2003']","['select', 'record_company', 'from', 'orchestra', 'where', 'year_of_founded', '<', 'value', 'intersect', 'select', 'record_company', 'from', 'orchestra', 'where', 'year_of_founded', '>', 'value']","['Show', 'the', 'record', 'companies', 'shared', 'by', 'orchestras', 'founded', 'before', '2003', 'and', 'after', '2003', '.']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> Show the record companies shared by orchestras founded before 2003 and after 2003. <query> ",    SELECT record_company    FROM record_company    JOIN orchestra    ON record_company.id = orchestra.record_company_id    WHERE orchestra.founded < 2003 AND orchestra.founded > 2003
857,orchestra,SELECT Record_Company FROM orchestra WHERE Year_of_Founded  <  2003 INTERSECT SELECT Record_Company FROM orchestra WHERE Year_of_Founded  >  2003,What are the record companies that are used by both orchestras founded before 2003 and those founded after 2003?,"['SELECT', 'Record_Company', 'FROM', 'orchestra', 'WHERE', 'Year_of_Founded', '<', '2003', 'INTERSECT', 'SELECT', 'Record_Company', 'FROM', 'orchestra', 'WHERE', 'Year_of_Founded', '>', '2003']","['select', 'record_company', 'from', 'orchestra', 'where', 'year_of_founded', '<', 'value', 'intersect', 'select', 'record_company', 'from', 'orchestra', 'where', 'year_of_founded', '>', 'value']","['What', 'are', 'the', 'record', 'companies', 'that', 'are', 'used', 'by', 'both', 'orchestras', 'founded', 'before', '2003', 'and', 'those', 'founded', 'after', '2003', '?']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> What are the record companies that are used by both orchestras founded before 2003 and those founded after 2003? <query> ","    """"""    SELECT DISTINCT record_company    FROM record_company    JOIN orchestra    ON record_company.id = orchestra.record_company_id    WHERE orchestra.founded < 2003    AND orchestra.founded > 2003    """"""def question_10():    """"""    <question>	For the orchestra database, What are the record companies that are used by both orchestras founded before 2003 and those founded after 2003? </question>    """"""    """"""    SELECT DISTINCT record_company    FROM record_company    JOIN orchestra    ON record_company.id = orchestra.record_company_id    WHERE orchestra.founded < 2003    AND orchestra.founded > 2003    """"""def question_11():    """"""    <question>	For the orchestra database, What are the record companies that are used by both orchestras founded before 2003 and those founded after 2003? </question>    """"""    """"""    SELECT DISTINCT record_company    FROM record_company    JOIN orchestra    ON record_company.id = orchestra.record_company_id    WHERE orchestra.founded < 2003    AND orchestra.founded > 2003    """"""def question_12():    """"""    <question>	For the orchestra database, What are the record companies that are used by both orchestras founded before 2003 and those founded after 2003? </question>    """"""    """"""    SELECT DISTINCT record_company    FROM record_company    JOIN orchestra    ON record_company.id = orchestra.record_company_id    WHERE orchestra.founded < 2003    AND orchestra.founded > 2003    """"""def question_13():    """"""    <question>	For the orchestra database, What are the record companies that are used by both orchestras founded before 2"
858,orchestra,"SELECT COUNT(*) FROM orchestra WHERE Major_Record_Format  =  ""CD"" OR Major_Record_Format  =  ""DVD""","Find the number of orchestras whose record format is ""CD"" or ""DVD"".","['SELECT', 'COUNT', '(', '*', ')', 'FROM', 'orchestra', 'WHERE', 'Major_Record_Format', '=', '``', 'CD', ""''"", 'OR', 'Major_Record_Format', '=', '``', 'DVD', ""''""]","['select', 'count', '(', '*', ')', 'from', 'orchestra', 'where', 'major_record_format', '=', 'value', 'or', 'major_record_format', '=', 'value']","['Find', 'the', 'number', 'of', 'orchestras', 'whose', 'record', 'format', 'is', '``', 'CD', ""''"", 'or', '``', 'DVD', ""''"", '.']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> Find the number of orchestras whose record format is ""CD"" or ""DVD"". <query> ","    SELECT COUNT(*)    FROM Orchestras    WHERE RecordFormat IN ('CD', 'DVD') "
859,orchestra,"SELECT COUNT(*) FROM orchestra WHERE Major_Record_Format  =  ""CD"" OR Major_Record_Format  =  ""DVD""",Count the number of orchestras that have CD or DVD as their record format.,"['SELECT', 'COUNT', '(', '*', ')', 'FROM', 'orchestra', 'WHERE', 'Major_Record_Format', '=', '``', 'CD', ""''"", 'OR', 'Major_Record_Format', '=', '``', 'DVD', ""''""]","['select', 'count', '(', '*', ')', 'from', 'orchestra', 'where', 'major_record_format', '=', 'value', 'or', 'major_record_format', '=', 'value']","['Count', 'the', 'number', 'of', 'orchestras', 'that', 'have', 'CD', 'or', 'DVD', 'as', 'their', 'record', 'format', '.']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> Count the number of orchestras that have CD or DVD as their record format. <query> ","SELECT COUNT(DISTINCT o.name)FROM Orchestras oJOIN Recordings r ON r.orch_id = o.idJOIN Media m ON m.id = r.media_idWHERE m.format IN ('CD', 'DVD')"
860,orchestra,SELECT Year_of_Founded FROM orchestra AS T1 JOIN performance AS T2 ON T1.Orchestra_ID  =  T2.Orchestra_ID GROUP BY T2.Orchestra_ID HAVING COUNT(*)  >  1,Show the years in which orchestras that have given more than one performance are founded.,"['SELECT', 'Year_of_Founded', 'FROM', 'orchestra', 'AS', 'T1', 'JOIN', 'performance', 'AS', 'T2', 'ON', 'T1.Orchestra_ID', '=', 'T2.Orchestra_ID', 'GROUP', 'BY', 'T2.Orchestra_ID', 'HAVING', 'COUNT', '(', '*', ')', '>', '1']","['select', 'year_of_founded', 'from', 'orchestra', 'as', 't1', 'join', 'performance', 'as', 't2', 'on', 't1', '.', 'orchestra_id', '=', 't2', '.', 'orchestra_id', 'group', 'by', 't2', '.', 'orchestra_id', 'having', 'count', '(', '*', ')', '>', 'value']","['Show', 'the', 'years', 'in', 'which', 'orchestras', 'that', 'have', 'given', 'more', 'than', 'one', 'performance', 'are', 'founded', '.']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> Show the years in which orchestras that have given more than one performance are founded. <query> ",    SELECT DISTINCT YEAR(date)    FROM performance    WHERE orch_id IN (        SELECT orch_id        FROM performance        GROUP BY orch_id        HAVING COUNT(orch_id) > 1    )    ORDER BY YEAR(date)
861,orchestra,SELECT Year_of_Founded FROM orchestra AS T1 JOIN performance AS T2 ON T1.Orchestra_ID  =  T2.Orchestra_ID GROUP BY T2.Orchestra_ID HAVING COUNT(*)  >  1,What are years of founding for orchestras that have had more than a single performance?,"['SELECT', 'Year_of_Founded', 'FROM', 'orchestra', 'AS', 'T1', 'JOIN', 'performance', 'AS', 'T2', 'ON', 'T1.Orchestra_ID', '=', 'T2.Orchestra_ID', 'GROUP', 'BY', 'T2.Orchestra_ID', 'HAVING', 'COUNT', '(', '*', ')', '>', '1']","['select', 'year_of_founded', 'from', 'orchestra', 'as', 't1', 'join', 'performance', 'as', 't2', 'on', 't1', '.', 'orchestra_id', '=', 't2', '.', 'orchestra_id', 'group', 'by', 't2', '.', 'orchestra_id', 'having', 'count', '(', '*', ')', '>', 'value']","['What', 'are', 'years', 'of', 'founding', 'for', 'orchestras', 'that', 'have', 'had', 'more', 'than', 'a', 'single', 'performance', '?']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> What are years of founding for orchestras that have had more than a single performance? <query> ",    SELECT DISTINCT YEAR(founding)    FROM orchestra    WHERE number_of_performances > 1 
862,network_1,SELECT count(*) FROM Highschooler,How many high schoolers are there?,"['SELECT', 'count', '(', '*', ')', 'FROM', 'Highschooler']","['select', 'count', '(', '*', ')', 'from', 'highschooler']","['How', 'many', 'high', 'schoolers', 'are', 'there', '?']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> How many high schoolers are there? <query> ",SELECT COUNT(DISTINCT student_id)FROM studentWHERE grade = 'HS' 
863,network_1,SELECT count(*) FROM Highschooler,Count the number of high schoolers.,"['SELECT', 'count', '(', '*', ')', 'FROM', 'Highschooler']","['select', 'count', '(', '*', ')', 'from', 'highschooler']","['Count', 'the', 'number', 'of', 'high', 'schoolers', '.']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> Count the number of high schoolers. <query> ",SELECT COUNT(DISTINCT student_id)FROM high_school 
864,network_1,"SELECT name ,  grade FROM Highschooler",Show the names and grades of each high schooler.,"['SELECT', 'name', ',', 'grade', 'FROM', 'Highschooler']","['select', 'name', ',', 'grade', 'from', 'highschooler']","['Show', 'the', 'names', 'and', 'grades', 'of', 'each', 'high', 'schooler', '.']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> Show the names and grades of each high schooler. <query> ","SELECT name, gradeFROM high_school "
865,network_1,"SELECT name ,  grade FROM Highschooler",What are the names and grades for each high schooler?,"['SELECT', 'name', ',', 'grade', 'FROM', 'Highschooler']","['select', 'name', ',', 'grade', 'from', 'highschooler']","['What', 'are', 'the', 'names', 'and', 'grades', 'for', 'each', 'high', 'schooler', '?']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> What are the names and grades for each high schooler? <query> ","    SELECT name, grade    FROM high_school    WHERE grade > 8</query>"
866,network_1,SELECT grade FROM Highschooler,Show all the grades of the high schoolers.,"['SELECT', 'grade', 'FROM', 'Highschooler']","['select', 'grade', 'from', 'highschooler']","['Show', 'all', 'the', 'grades', 'of', 'the', 'high', 'schoolers', '.']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> Show all the grades of the high schoolers. <query> ",SELECT gradeFROM high_school 
867,network_1,SELECT grade FROM Highschooler,What is the grade of each high schooler?,"['SELECT', 'grade', 'FROM', 'Highschooler']","['select', 'grade', 'from', 'highschooler']","['What', 'is', 'the', 'grade', 'of', 'each', 'high', 'schooler', '?']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> What is the grade of each high schooler? <query> ",SELECT gradeFROM high_school 
868,network_1,"SELECT grade FROM Highschooler WHERE name  =  ""Kyle""",What grade is Kyle in?,"['SELECT', 'grade', 'FROM', 'Highschooler', 'WHERE', 'name', '=', '``', 'Kyle', ""''""]","['select', 'grade', 'from', 'highschooler', 'where', 'name', '=', 'value']","['What', 'grade', 'is', 'Kyle', 'in', '?']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> What grade is Kyle in? <query> ",SELECT gradeFROM studentWHERE student_id = 1
869,network_1,"SELECT grade FROM Highschooler WHERE name  =  ""Kyle""",Return the grade for the high schooler named Kyle.,"['SELECT', 'grade', 'FROM', 'Highschooler', 'WHERE', 'name', '=', '``', 'Kyle', ""''""]","['select', 'grade', 'from', 'highschooler', 'where', 'name', '=', 'value']","['Return', 'the', 'grade', 'for', 'the', 'high', 'schooler', 'named', 'Kyle', '.']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> Return the grade for the high schooler named Kyle. <query> ",SELECT grade FROM high_schoolers WHERE name = 'Kyle'
870,network_1,SELECT name FROM Highschooler WHERE grade  =  10,Show the names of all high schoolers in grade 10.,"['SELECT', 'name', 'FROM', 'Highschooler', 'WHERE', 'grade', '=', '10']","['select', 'name', 'from', 'highschooler', 'where', 'grade', '=', 'value']","['Show', 'the', 'names', 'of', 'all', 'high', 'schoolers', 'in', 'grade', '10', '.']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> Show the names of all high schoolers in grade 10. <query> ",SELECT nameFROM high_schoolersWHERE grade = 10; 
871,network_1,SELECT name FROM Highschooler WHERE grade  =  10,What are the names of all high schoolers in grade 10?,"['SELECT', 'name', 'FROM', 'Highschooler', 'WHERE', 'grade', '=', '10']","['select', 'name', 'from', 'highschooler', 'where', 'grade', '=', 'value']","['What', 'are', 'the', 'names', 'of', 'all', 'high', 'schoolers', 'in', 'grade', '10', '?']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> What are the names of all high schoolers in grade 10? <query> ",SELECT DISTINCT nameFROM high_schoolWHERE grade = 10; 
872,network_1,"SELECT ID FROM Highschooler WHERE name  =  ""Kyle""",Show the ID of the high schooler named Kyle.,"['SELECT', 'ID', 'FROM', 'Highschooler', 'WHERE', 'name', '=', '``', 'Kyle', ""''""]","['select', 'id', 'from', 'highschooler', 'where', 'name', '=', 'value']","['Show', 'the', 'ID', 'of', 'the', 'high', 'schooler', 'named', 'Kyle', '.']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> Show the ID of the high schooler named Kyle. <query> ",SELECT idFROM network_1.high_schoolWHERE name = 'Kyle' 
873,network_1,"SELECT ID FROM Highschooler WHERE name  =  ""Kyle""",What is Kyle's id?,"['SELECT', 'ID', 'FROM', 'Highschooler', 'WHERE', 'name', '=', '``', 'Kyle', ""''""]","['select', 'id', 'from', 'highschooler', 'where', 'name', '=', 'value']","['What', 'is', 'Kyle', ""'s"", 'id', '?']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> What is Kyle's id? <query> ",    SELECT id    FROM users    WHERE name = 'Kyle'</query>
874,network_1,SELECT count(*) FROM Highschooler WHERE grade  =  9 OR grade  =  10,How many high schoolers are there in grade 9 or 10?,"['SELECT', 'count', '(', '*', ')', 'FROM', 'Highschooler', 'WHERE', 'grade', '=', '9', 'OR', 'grade', '=', '10']","['select', 'count', '(', '*', ')', 'from', 'highschooler', 'where', 'grade', '=', 'value', 'or', 'grade', '=', 'value']","['How', 'many', 'high', 'schoolers', 'are', 'there', 'in', 'grade', '9', 'or', '10', '?']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> How many high schoolers are there in grade 9 or 10? <query> ","SELECT COUNT(DISTINCT student_id)FROM studentWHERE grade IN (9, 10)"
875,network_1,SELECT count(*) FROM Highschooler WHERE grade  =  9 OR grade  =  10,Count the number of high schoolers in grades 9 or 10.,"['SELECT', 'count', '(', '*', ')', 'FROM', 'Highschooler', 'WHERE', 'grade', '=', '9', 'OR', 'grade', '=', '10']","['select', 'count', '(', '*', ')', 'from', 'highschooler', 'where', 'grade', '=', 'value', 'or', 'grade', '=', 'value']","['Count', 'the', 'number', 'of', 'high', 'schoolers', 'in', 'grades', '9', 'or', '10', '.']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> Count the number of high schoolers in grades 9 or 10. <query> ","SELECT COUNT(DISTINCT student_id)FROM studentWHERE grade IN (9, 10)"
876,network_1,"SELECT grade ,  count(*) FROM Highschooler GROUP BY grade",Show the number of high schoolers for each grade.,"['SELECT', 'grade', ',', 'count', '(', '*', ')', 'FROM', 'Highschooler', 'GROUP', 'BY', 'grade']","['select', 'grade', ',', 'count', '(', '*', ')', 'from', 'highschooler', 'group', 'by', 'grade']","['Show', 'the', 'number', 'of', 'high', 'schoolers', 'for', 'each', 'grade', '.']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> Show the number of high schoolers for each grade. <query> ","SELECT grade, COUNT(DISTINCT student_id) AS high_schoolersFROM network_1.studentWHERE grade > 10GROUP BY gradeORDER BY grade"
877,network_1,"SELECT grade ,  count(*) FROM Highschooler GROUP BY grade",How many high schoolers are in each grade?,"['SELECT', 'grade', ',', 'count', '(', '*', ')', 'FROM', 'Highschooler', 'GROUP', 'BY', 'grade']","['select', 'grade', ',', 'count', '(', '*', ')', 'from', 'highschooler', 'group', 'by', 'grade']","['How', 'many', 'high', 'schoolers', 'are', 'in', 'each', 'grade', '?']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> How many high schoolers are in each grade? <query> ","SELECT grade, COUNT(DISTINCT student_id) AS studentsFROM network_1.studentWHERE grade BETWEEN 9 AND 12GROUP BY gradeORDER BY grade"
878,network_1,SELECT grade FROM Highschooler GROUP BY grade ORDER BY count(*) DESC LIMIT 1,Which grade has the most high schoolers?,"['SELECT', 'grade', 'FROM', 'Highschooler', 'GROUP', 'BY', 'grade', 'ORDER', 'BY', 'count', '(', '*', ')', 'DESC', 'LIMIT', '1']","['select', 'grade', 'from', 'highschooler', 'group', 'by', 'grade', 'order', 'by', 'count', '(', '*', ')', 'desc', 'limit', 'value']","['Which', 'grade', 'has', 'the', 'most', 'high', 'schoolers', '?']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> Which grade has the most high schoolers? <query> ","SELECT grade, COUNT(grade) AS high_schoolersFROM network_1.studentWHERE grade = 'HS'GROUP BY gradeORDER BY high_schoolers DESCLIMIT 1"
879,network_1,SELECT grade FROM Highschooler GROUP BY grade ORDER BY count(*) DESC LIMIT 1,Return the grade that has the greatest number of high schoolers.,"['SELECT', 'grade', 'FROM', 'Highschooler', 'GROUP', 'BY', 'grade', 'ORDER', 'BY', 'count', '(', '*', ')', 'DESC', 'LIMIT', '1']","['select', 'grade', 'from', 'highschooler', 'group', 'by', 'grade', 'order', 'by', 'count', '(', '*', ')', 'desc', 'limit', 'value']","['Return', 'the', 'grade', 'that', 'has', 'the', 'greatest', 'number', 'of', 'high', 'schoolers', '.']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> Return the grade that has the greatest number of high schoolers. <query> ",    SELECT grade    FROM network_1.high_schoolers    GROUP BY grade    ORDER BY COUNT(*) DESC    LIMIT 1
880,network_1,SELECT grade FROM Highschooler GROUP BY grade HAVING count(*)  >=  4,Show me all grades that have at least 4 students.,"['SELECT', 'grade', 'FROM', 'Highschooler', 'GROUP', 'BY', 'grade', 'HAVING', 'count', '(', '*', ')', '>', '=', '4']","['select', 'grade', 'from', 'highschooler', 'group', 'by', 'grade', 'having', 'count', '(', '*', ')', '>', '=', 'value']","['Show', 'me', 'all', 'grades', 'that', 'have', 'at', 'least', '4', 'students', '.']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> Show me all grades that have at least 4 students. <query> ",SELECT gradeFROM gradesWHERE count(student_id) >= 4
881,network_1,SELECT grade FROM Highschooler GROUP BY grade HAVING count(*)  >=  4,Which grades have 4 or more high schoolers?,"['SELECT', 'grade', 'FROM', 'Highschooler', 'GROUP', 'BY', 'grade', 'HAVING', 'count', '(', '*', ')', '>', '=', '4']","['select', 'grade', 'from', 'highschooler', 'group', 'by', 'grade', 'having', 'count', '(', '*', ')', '>', '=', 'value']","['Which', 'grades', 'have', '4', 'or', 'more', 'high', 'schoolers', '?']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> Which grades have 4 or more high schoolers? <query> ","    SELECT grade, count(DISTINCT student_id) AS num_students    FROM student    WHERE grade >= 4    GROUP BY grade    HAVING num_students >= 4    ORDER BY grade</query>"
882,network_1,"SELECT student_id ,  count(*) FROM Friend GROUP BY student_id",Show the student IDs and numbers of friends corresponding to each.,"['SELECT', 'student_id', ',', 'count', '(', '*', ')', 'FROM', 'Friend', 'GROUP', 'BY', 'student_id']","['select', 'student_id', ',', 'count', '(', '*', ')', 'from', 'friend', 'group', 'by', 'student_id']","['Show', 'the', 'student', 'IDs', 'and', 'numbers', 'of', 'friends', 'corresponding', 'to', 'each', '.']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> Show the student IDs and numbers of friends corresponding to each. <query> ","SELECT student_id, num_friendsFROM studentWHERE num_friends > 0ORDER BY num_friends DESC"
883,network_1,"SELECT student_id ,  count(*) FROM Friend GROUP BY student_id",How many friends does each student have?,"['SELECT', 'student_id', ',', 'count', '(', '*', ')', 'FROM', 'Friend', 'GROUP', 'BY', 'student_id']","['select', 'student_id', ',', 'count', '(', '*', ')', 'from', 'friend', 'group', 'by', 'student_id']","['How', 'many', 'friends', 'does', 'each', 'student', 'have', '?']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> How many friends does each student have? <query> ","SELECT student_id, COUNT(friend_id) AS num_friendsFROM friendshipsGROUP BY student_idORDER BY num_friends DESC"
884,network_1,"SELECT T2.name ,  count(*) FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id GROUP BY T1.student_id",Show the names of high school students and their corresponding number of friends.,"['SELECT', 'T2.name', ',', 'count', '(', '*', ')', 'FROM', 'Friend', 'AS', 'T1', 'JOIN', 'Highschooler', 'AS', 'T2', 'ON', 'T1.student_id', '=', 'T2.id', 'GROUP', 'BY', 'T1.student_id']","['select', 't2', '.', 'name', ',', 'count', '(', '*', ')', 'from', 'friend', 'as', 't1', 'join', 'highschooler', 'as', 't2', 'on', 't1', '.', 'student_id', '=', 't2', '.', 'id', 'group', 'by', 't1', '.', 'student_id']","['Show', 'the', 'names', 'of', 'high', 'school', 'students', 'and', 'their', 'corresponding', 'number', 'of', 'friends', '.']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> Show the names of high school students and their corresponding number of friends. <query> ","SELECT name, num_friendsFROM high_school_studentsORDER BY num_friends DESCLIMIT 10; "
885,network_1,"SELECT T2.name ,  count(*) FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id GROUP BY T1.student_id",What are the names of the high schoolers and how many friends does each have?,"['SELECT', 'T2.name', ',', 'count', '(', '*', ')', 'FROM', 'Friend', 'AS', 'T1', 'JOIN', 'Highschooler', 'AS', 'T2', 'ON', 'T1.student_id', '=', 'T2.id', 'GROUP', 'BY', 'T1.student_id']","['select', 't2', '.', 'name', ',', 'count', '(', '*', ')', 'from', 'friend', 'as', 't1', 'join', 'highschooler', 'as', 't2', 'on', 't1', '.', 'student_id', '=', 't2', '.', 'id', 'group', 'by', 't1', '.', 'student_id']","['What', 'are', 'the', 'names', 'of', 'the', 'high', 'schoolers', 'and', 'how', 'many', 'friends', 'does', 'each', 'have', '?']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> What are the names of the high schoolers and how many friends does each have? <query> ","SELECT name, num_friendsFROM high_schoolersORDER BY num_friends DESC "
886,network_1,SELECT T2.name FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id GROUP BY T1.student_id ORDER BY count(*) DESC LIMIT 1,What is the name of the high schooler who has the greatest number of friends?,"['SELECT', 'T2.name', 'FROM', 'Friend', 'AS', 'T1', 'JOIN', 'Highschooler', 'AS', 'T2', 'ON', 'T1.student_id', '=', 'T2.id', 'GROUP', 'BY', 'T1.student_id', 'ORDER', 'BY', 'count', '(', '*', ')', 'DESC', 'LIMIT', '1']","['select', 't2', '.', 'name', 'from', 'friend', 'as', 't1', 'join', 'highschooler', 'as', 't2', 'on', 't1', '.', 'student_id', '=', 't2', '.', 'id', 'group', 'by', 't1', '.', 'student_id', 'order', 'by', 'count', '(', '*', ')', 'desc', 'limit', 'value']","['What', 'is', 'the', 'name', 'of', 'the', 'high', 'schooler', 'who', 'has', 'the', 'greatest', 'number', 'of', 'friends', '?']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> What is the name of the high schooler who has the greatest number of friends? <query> ",SELECT nameFROM high_schoolerWHERE num_friends = (SELECT MAX(num_friends)                     FROM high_schooler)
887,network_1,SELECT T2.name FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id GROUP BY T1.student_id ORDER BY count(*) DESC LIMIT 1,Return the name of the high school student with the most friends.,"['SELECT', 'T2.name', 'FROM', 'Friend', 'AS', 'T1', 'JOIN', 'Highschooler', 'AS', 'T2', 'ON', 'T1.student_id', '=', 'T2.id', 'GROUP', 'BY', 'T1.student_id', 'ORDER', 'BY', 'count', '(', '*', ')', 'DESC', 'LIMIT', '1']","['select', 't2', '.', 'name', 'from', 'friend', 'as', 't1', 'join', 'highschooler', 'as', 't2', 'on', 't1', '.', 'student_id', '=', 't2', '.', 'id', 'group', 'by', 't1', '.', 'student_id', 'order', 'by', 'count', '(', '*', ')', 'desc', 'limit', 'value']","['Return', 'the', 'name', 'of', 'the', 'high', 'school', 'student', 'with', 'the', 'most', 'friends', '.']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> Return the name of the high school student with the most friends. <query> ",    SELECT name    FROM high_school_friends    WHERE num_friends = (SELECT MAX(num_friends)                         FROM high_school_friends)
